dataset,survey_item,sub_survey_item,Persona 1 - Ahmed,Persona 2 - Jassim,Persona 3 - Amine,Persona 4 - Mahmoud,Persona 5 - Mustafa,Persona 6 - Ahmad,Persona 7 - Mohammed,Persona 8 - Ali,Persona 9 - Mohamed,Persona 10 - Ayoub,Persona 11 - Hilal,Persona 12 - Mohammad,Persona 13 - Fahad,Persona 14 - Abdullah,Persona 15 - Aymen,Persona 16 - Marwan,
Personas - Survey2Persona 20,Using social media are enjoyable for me,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,
Personas - Survey2Persona 20,Using social media help me learn and grow,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,
Personas - Survey2Persona 20,Using social media lets me do what I want,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,
Personas - Survey2Persona 20,Using social media strengthens and supports my relationships with people in real life,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,
Personas - Survey2Persona 20,What measures do you take to ensure your privacy on social media:,,Measures taken by users to ensure privacy on social media,Measures taken by users to ensure privacy on social media,Measures taken by users to ensure privacy on social media,Measures taken by users to ensure privacy on social media,Measures taken by users to ensure privacy on social media,Measures taken by users to ensure privacy on social media,Measures taken by users to ensure privacy on social media,Measures taken by users to ensure privacy on social media,(Uncertain Theme),Measures taken by users to ensure privacy on social media,Measures taken by users to ensure privacy on social media,Measures taken by users to ensure privacy on social media,Measures taken by users to ensure privacy on social media,Measures taken by users to ensure privacy on social media,Measures taken by users to ensure privacy on social media,Measures taken by users to ensure privacy on social media,
Personas - Survey2Persona 20,WhatsApp (time spent during a typical day),,1-3 hours,1-3 hours,Less than 1 hour,1-3 hours,Less than 1 hour,Less than 1 hour,1-3 hours,1-3 hours,Less than 1 hour,1-3 hours,1-3 hours,Less than 1 hour,1-3 hours,Less than 1 hour,Less than 1 hour,1-3 hours,
Personas - Survey2Persona 20,YouTube (time spent during a typical day),,1-3 hours,1-3 hours,1-3 hours,1-3 hours,1-3 hours,1-3 hours,1-3 hours,Less than 1 hour,1-3 hours,1-3 hours,1-3 hours,Less than 1 hour,1-3 hours,1-3 hours,1-3 hours,1-3 hours,
Personas - Survey2Persona 30,Age,,25-34,18-24,25-34,25-34,18-24,25-34,25-34,25-34,18-24,25-34,25-34,18-24,25-34,35-44,25-34,25-34,
Personas - Survey2Persona 30,"As a resident of a non-western country, I believe the major social media platforms do not take my privacy concerns seriously",,Neither Disagree Nor Agree,Neither Disagree Nor Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither Disagree Nor Agree,Agree,Agree,Neither Disagree Nor Agree,Agree,Agree,
Personas - Survey2Persona 30,Baaz (time spent during a typical day),,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,
Personas - Survey2Persona 30,"Compared to most people in the country you are living in, how would you describe yourself?",,Culturally progressive,Culturally progressive,(No response),Culturally progressive,(No response),(No response),Culturally conservative,Culturally progressive,Culturally conservative,(No response),Culturally progressive,(No response),Culturally progressive,(No response),Culturally progressive,Culturally conservative,
Personas - Survey2Persona 30,Country,,United Arab Emirates,Bahrain,Algeria,Egypt,Iraq,Jordan,Kuwait,Lebanon,Libya,Morocco,Oman,"Palestine, State of",Qatar,Saudi Arabia,Tunisia,Yemen,
Personas - Survey2Persona 30,Country of origin,,India,Bahrain,Algeria,Egypt,Iraq,Jordan,Kuwait,Lebanon,Libya,Morocco,Oman,Palestine State,Qatar,Saudi Arabia,Tunisia,Yemen,
Personas - Survey2Persona 30,Disclosing my personal information on social media is risky,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,
Personas - Survey2Persona 30,Disclosing my personal information on social media may bring me unpredicted problems,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,
Personas - Survey2Persona 30,Disclosing my personal information on social media may bring potential losses,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,
Personas - Survey2Persona 30,Do you haveÂ childcareÂ responsibilities?,,Yes,No,Yes,Yes,No,Yes,Yes,No,No,(No response),Yes,No,Yes,Yes,No,Yes,
Personas - Survey2Persona 30,Do you think parents should be concerned about their childre's use of social media? Why or Why not?,,(Uncertain Theme),(Uncertain Theme),(Uncertain Theme),(Uncertain Theme),(Uncertain Theme),(Uncertain Theme),(Uncertain Theme),(Uncertain Theme),(Uncertain Theme),(Uncertain Theme),Parental concerns on social media use,(Uncertain Theme),(Uncertain Theme),(Uncertain Theme),(Uncertain Theme),(Uncertain Theme),
Personas - Survey2Persona 30,Do you think social media platforms are doing enough to protect children's use of social media? Why or why not?,,(Uncertain Theme),(Uncertain Theme),(Uncertain Theme),(Uncertain Theme),(Uncertain Theme),(Uncertain Theme),(Uncertain Theme),(Uncertain Theme),(Uncertain Theme),(Uncertain Theme),(Uncertain Theme),(Uncertain Theme),(Uncertain Theme),(Uncertain Theme),(Uncertain Theme),(Uncertain Theme),
Personas - Survey2Persona 30,"During a typical day, approximately how many hours do you spend on social media:",,2,2,1,3,1,1,2,1,1,1,3,1,2,3,1,1,
Personas - Survey2Persona 30,"During a typical day, approximately how many hours do you spend using the internet:",,6,6,5,5,4,5,5,4,5,5,5,5,4,5,5,5,
Personas - Survey2Persona 30,Existing laws in my country are sufficient to protect my privacy on social media,,Agree,Agree,(No response),Agree,(No response),(No response),Agree,Disagree,Disagree,(No response),Agree,(No response),Agree,(No response),Disagree,Disagree,
Personas - Survey2Persona 30,Facebook (time spent during a typical day),,Less than 1 hour,Do't use,1-3 hours,1-3 hours,Less than 1 hour,1-3 hours,Do't use,Less than 1 hour,1-3 hours,1-3 hours,Do't use,1-3 hours,1-3 hours,Less than 1 hour,1-3 hours,Less than 1 hour,
Personas - Survey2Persona 30,Facebook Messenger (time spent during a typical day),,Less than 1 hour,Do't use,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,Do't use,Do't use,Less than 1 hour,Less than 1 hour,Do't use,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,
Personas - Survey2Persona 30,Gender,,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,
Personas - Survey2Persona 30,Have you had an experience where you or someone close to you had a privacy violation due to social media use? Tell us what happened,,Personal privacy violation experience on social media,Personal privacy violation experience on social media,Personal privacy violation experience on social media,Personal privacy violation experience on social media,Personal privacy violation experience on social media,Personal privacy violation experience on social media,Personal privacy violation experience on social media,Personal privacy violation experience on social media,Personal privacy violation experience on social media,Personal privacy violation experience on social media,Personal privacy violation experience on social media,Personal privacy violation experience on social media,Personal privacy violation experience on social media,Personal privacy violation experience on social media,Personal privacy violation experience on social media,Personal privacy violation experience on social media,
Personas - Survey2Persona 30,Highest level of education,,University bachelor degree,University bachelor degree,University bachelor degree,University bachelor degree,University bachelor degree,University bachelor degree,University bachelor degree,University bachelor degree,University bachelor degree,University bachelor degree,University bachelor degree,University bachelor degree,University bachelor degree,University bachelor degree,"Higher education (Masterâ€™s degree, Ph.D. etc.)",University bachelor degree,
Personas - Survey2Persona 30,How do you classify your status in the country you are currently living in?,,Asian expatriate,National of the country I currently live in,National of the country I currently live in,National of the country I currently live in,National of the country I currently live in,National of the country I currently live in,National of the country I currently live in,National of the country I currently live in,National of the country I currently live in,National of the country I currently live in,National of the country I currently live in,National of the country I currently live in,National of the country I currently live in,National of the country I currently live in,National of the country I currently live in,National of the country I currently live in,
Personas - Survey2Persona 30,"How often do you attend religious services (for example, prayer congregations) as per your religion?",,Once a day or more,Once a day or more,(No response),Once a day or more,(No response),(No response),Once a day or more,Several times a year,Once a day or more,(No response),Once a day or more,(No response),Once a day or more,(No response),Never,Once a day or more,
Personas - Survey2Persona 30,I am aware of privacy issues in social media,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,
Personas - Survey2Persona 30,I am concerned about disclosing information on social media because others could use it in a way I did not foresee,,Agree,Agree,Agree,Agree,(No response),Agree,Agree,Agree,Agree,(No response),Agree,Agree,Agree,(No response),Agree,Agree,
Personas - Survey2Persona 30,"I am concerned about how my personally identifiable information (information that I have voluntarily given out and can be used to identify me as an individual, e g , name, shipping address, credit card) is used by social media providers",,Agree,Agree,Agree,Agree,(No response),Agree,Agree,Agree,Agree,(No response),Agree,Agree,Agree,(No response),Agree,Agree,
Personas - Survey2Persona 30,"I am concerned about how social media providers automatically collect information about me not voluntarily shared by me, e g, computer and operating system information, without my knowledge",,Agree,Agree,Agree,Agree,(No response),Agree,Agree,Agree,Agree,(No response),Agree,Agree,Agree,(No response),Agree,Agree,
Personas - Survey2Persona 30,I am concerned about the governmentâ€™s ability to monitor my social media activities,,Agree,Neither Disagree Nor Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,
Personas - Survey2Persona 30,I am concerned that I may be harassed by government based on my social media activities,,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,
Personas - Survey2Persona 30,I am concerned that social media providers collect too much information about me,,Agree,Agree,Agree,Agree,(No response),(No response),Agree,Agree,Agree,(No response),Agree,Agree,Agree,(No response),Agree,Agree,
Personas - Survey2Persona 30,I am confident that social media privacy policy reflects social media servicesâ€™ commitment to protecting my personal information,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,
Personas - Survey2Persona 30,I am not concerned about what others might do with my personal information on social media,,Disagree,Disagree,Disagree,Disagree,(No response),(No response),Disagree,Disagree,Disagree,(No response),Disagree,Disagree,Disagree,(No response),Disagree,Disagree,
Personas - Survey2Persona 30,I am proud to tell people I use social media,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,
Personas - Survey2Persona 30,I am worried that my social media activities can be used against me in legal cases,,Disagree,Neither Disagree Nor Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,
Personas - Survey2Persona 30,I believe that social media privacy policies are an effective way for social media platforms to demonstrate their commitment to privacy,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,
Personas - Survey2Persona 30,I believe the use of AI by social media providers will increase the threat to my privacy,,Agree,Agree,Agree,Agree,(No response),Agree,Agree,Agree,Agree,(No response),Agree,Agree,Agree,(No response),Agree,Agree,
Personas - Survey2Persona 30,I can express my feelings (by disclosing my personal information on social media),,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,
Personas - Survey2Persona 30,I can express my ideas and opinions (by disclosing my personal information on social media),,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,
Personas - Survey2Persona 30,I can express my interests and preferences (by disclosing my personal information on social media),,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,
Personas - Survey2Persona 30,"I can fulfill some of my social needs (companionship, approval, acceptance, respect, and status) (by disclosing my personal information on social media)",,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,
Personas - Survey2Persona 30,I can keep a record of my experiences (by disclosing my personal information on social media),,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,
Personas - Survey2Persona 30,I can make my experience more fun (by disclosing my personal information on social media),,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,
